"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","D.Prescott","","29","0.331","0.701","0.701","65.5%","75.0","64.6","10.4","9.6"
"2","T.Brady","","31","0.258","0.505","0.505","54.8%","63.0","55.5","7.5","11.5"
"3","K.Cousins","","34","0.260","0.450","0.450","52.9%","69.2","58.4","10.8","12.8"
"4","C.Palmer","","29","0.219","0.413","0.413","48.3%","61.5","56.4","5.1","12.8"
"5","D.Carr","","35","0.224","0.380","0.380","51.4%","70.0","62.1","7.9","8.9"
"6","A.Rodgers","","44","0.238","0.328","0.328","52.3%","73.7","60.4","13.3","8.7"
"7","T.Taylor","","53","0.215","0.312","0.312","47.2%","66.7","56.7","10.0","12.1"
"8","M.Ryan","","40","0.263","0.290","0.290","50.0%","81.8","61.7","20.1","7.8"
"9","A.Luck","","34","0.187","0.278","0.273","61.8%","65.5","58.5","7.0","9.5"
"10","B.Bortles","","45","0.163","0.273","0.273","57.8%","68.4","65.4","3.0","8.1"
"11","M.Moore","","29","0.087","0.250","0.250","41.4%","55.2","64.5","-9.3","7.6"
"12","P.Rivers","","48","0.088","0.236","0.236","43.8%","52.3","60.3","-8.0","9.3"
"13","D.Brees","","39","0.133","0.230","0.230","56.4%","67.6","67.1","0.5","8.4"
"14","C.Kaepernick","","47","0.157","0.200","0.182","53.2%","75.7","68.8","6.9","5.1"
"15","B.Roethlisberger","","34","0.224","0.271","0.182","64.7%","80.0","65.8","14.2","7.5"
"16","R.Griffin III","","43","0.138","0.174","0.174","44.2%","68.0","62.8","5.2","8.4"
"17","C.Wentz","","27","0.099","0.170","0.170","48.1%","59.1","60.6","-1.5","11.8"
"18","J.Winston","","43","0.123","0.167","0.167","53.5%","67.6","64.7","3.0","10.1"
"19","A.Smith","","40","0.109","0.166","0.149","47.5%","69.4","69.0","0.5","4.2"
"20","S.Bradford","","57","0.106","0.115","0.111","45.6%","68.0","64.5","3.5","7.2"
"21","J.Flacco","","48","0.079","0.099","0.099","37.5%","68.2","68.4","-0.2","6.8"
"22","M.Mariota","","24","-0.037","0.063","0.063","41.7%","40.0","58.9","-18.9","12.3"
"23","R.Wilson","","64","0.107","0.060","0.060","46.9%","65.9","58.5","7.4","9.6"
"24","M.Stafford","","52","0.006","-0.000","-0.023","46.2%","57.8","64.8","-7.0","7.3"
"25","E.Manning","","63","0.046","-0.016","-0.053","46.0%","60.3","59.2","1.1","9.4"
"26","T.Savage","","41","0.010","-0.102","-0.102","41.5%","62.1","64.9","-2.8","5.9"
"27","M.Barkley","","44","0.057","0.029","-0.103","52.3%","60.0","59.6","0.4","11.4"
"28","A.Dalton","","44","0.021","-0.118","-0.129","43.2%","68.3","69.0","-0.7","6.7"
"29","T.Siemian","","46","-0.082","-0.242","-0.242","30.4%","42.5","62.5","-20.0","8.2"
"30","C.Newton","","53","-0.057","-0.237","-0.274","35.8%","41.9","57.2","-15.3","11.9"
"31","J.Goff","","31","-0.089","-0.195","-0.283","35.5%","45.8","66.6","-20.8","4.7"
"32","M.Cassel","","25","0.022","-0.198","-0.331","40.0%","59.1","59.7","-0.6","8.4"
"33","R.Fitzpatrick","","23","-0.049","-0.252","-0.354","39.1%","38.1","52.1","-14.0","14.6"
