"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","45","0.272","0.602","0.602","51.1%","70.0","65.1","4.9","8.0"
"2","P.Rivers","","32","0.303","0.548","0.548","53.1%","70.0","56.6","13.4","15.7"
"3","S.Bradford","","34","0.218","0.378","0.378","55.9%","73.3","66.5","6.9","6.8"
"4","B.Roethlisberger","","52","0.209","0.383","0.371","59.6%","72.3","67.4","4.9","6.9"
"5","D.Prescott","","30","0.226","0.393","0.359","60.0%","75.0","67.4","7.6","6.3"
"6","B.Hoyer","","46","0.233","0.311","0.311","56.5%","80.5","67.2","13.3","7.0"
"7","M.Mariota","","36","0.187","0.244","0.244","47.2%","71.4","62.2","9.3","9.0"
"8","M.Stafford","","37","0.168","0.197","0.197","51.4%","82.6","73.4","9.3","3.2"
"9","A.Dalton","","56","0.159","0.181","0.181","58.9%","74.4","65.7","8.6","9.0"
"10","D.Carr","","47","0.120","0.197","0.170","51.1%","64.1","63.7","0.4","8.2"
"11","M.Ryan","","35","0.067","0.162","0.162","40.0%","53.6","60.4","-6.8","9.1"
"12","A.Luck","","50","0.151","0.142","0.142","48.0%","75.7","65.9","9.8","9.4"
"13","C.Wentz","","42","0.140","0.127","0.127","52.4%","78.1","69.2","8.9","7.1"
"14","K.Cousins","","44","0.132","0.107","0.107","63.6%","74.4","65.5","8.9","7.5"
"15","J.Winston","","37","0.097","0.102","0.102","45.9%","60.0","57.1","2.9","11.6"
"16","C.Whitehurst","","29","0.061","0.074","0.074","44.8%","58.3","60.2","-1.9","11.0"
"17","T.Taylor","","30","0.043","0.019","0.019","43.3%","57.1","58.7","-1.5","7.9"
"18","R.Fitzpatrick","","42","0.067","0.013","0.013","52.4%","65.8","62.6","3.2","6.8"
"19","A.Rodgers","","50","-0.009","-0.008","-0.008","38.0%","52.3","61.6","-9.4","8.9"
"20","B.Gabbert","","51","-0.015","-0.064","-0.085","43.1%","58.1","66.1","-8.0","8.6"
"21","P.Lynch","","51","0.033","-0.092","-0.092","41.2%","67.6","66.4","1.3","9.1"
"22","J.Flacco","","51","0.020","-0.134","-0.134","41.2%","65.2","65.9","-0.7","7.0"
"23","D.Anderson","","29","0.041","-0.065","-0.153","65.5%","64.3","62.1","2.2","9.9"
"24","E.Manning","","41","-0.053","-0.194","-0.195","36.6%","51.4","65.6","-14.2","7.3"
"25","D.Stanton","","31","-0.054","-0.211","-0.211","29.0%","40.7","55.2","-14.5","12.3"
"26","B.Osweiler","","50","-0.068","-0.221","-0.221","36.0%","45.2","62.4","-17.2","7.8"
"27","C.Keenum","","37","0.017","-0.141","-0.233","43.2%","67.7","69.0","-1.3","6.3"
"28","R.Tannehill","","26","0.035","-0.357","-0.407","42.3%","66.7","66.4","0.3","6.9"
