"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","D.Brees","","33","0.391","0.847","0.847","57.6%","77.4","63.9","13.5","9.1"
"2","P.Manning","","30","0.422","0.789","0.789","76.7%","89.3","67.1","22.2","5.4"
"3","A.Rodgers","","44","0.217","0.423","0.412","59.1%","64.1","59.7","4.4","9.0"
"4","J.Cutler","","26","0.204","0.398","0.398","46.2%","62.5","59.1","3.4","12.2"
"5","G.Smith","","36","0.165","0.281","0.281","44.4%","63.0","60.1","2.9","7.6"
"6","C.Kaepernick","","40","0.164","0.251","0.251","47.5%","65.6","61.0","4.6","6.8"
"7","C.Daniel","","42","0.155","0.244","0.244","50.0%","70.0","66.4","3.6","5.5"
"8","A.Luck","","40","0.175","0.201","0.201","47.5%","72.2","62.1","10.1","7.6"
"9","C.Newton","","41","0.065","0.141","0.141","48.8%","55.6","61.3","-5.7","8.6"
"10","P.Rivers","","40","0.122","0.132","0.132","45.0%","68.8","63.5","5.2","7.9"
"11","C.Palmer","","50","0.089","0.130","0.125","46.0%","58.3","58.9","-0.6","12.5"
"12","A.Dalton","","42","0.071","0.138","0.065","52.4%","58.3","62.7","-4.4","9.4"
"13","T.Lewis","","36","0.052","0.063","0.063","36.1%","57.1","59.8","-2.7","9.0"
"14","K.Orton","","48","0.064","0.045","0.045","52.1%","68.2","67.5","0.6","8.0"
"15","R.Fitzpatrick","","29","0.065","0.029","0.029","37.9%","62.5","60.7","1.8","9.3"
"16","N.Foles","","33","0.106","0.020","0.019","45.5%","70.8","61.0","9.9","9.1"
"17","M.Schaub","","39","0.047","0.003","-0.002","48.7%","64.7","64.6","0.1","8.2"
"18","E.Manning","","26","-0.079","-0.011","-0.011","34.6%","43.5","65.4","-21.9","6.9"
"19","R.Wilson","","31","0.087","-0.016","-0.016","38.7%","71.4","62.9","8.5","5.9"
"20","M.Glennon","","47","0.003","-0.022","-0.030","40.4%","56.4","62.8","-6.4","10.0"
"21","B.Roethlisberger","","34","0.042","-0.048","-0.070","44.1%","61.3","59.5","1.8","11.4"
"22","M.Ryan","","51","0.052","-0.047","-0.075","41.2%","70.0","66.4","3.6","7.4"
"23","R.Tannehill","","41","-0.025","-0.067","-0.085","41.5%","51.3","60.9","-9.7","10.5"
"24","C.Henne","","55","-0.011","-0.105","-0.126","40.0%","61.2","67.7","-6.4","5.9"
"25","M.Stafford","","38","0.006","-0.130","-0.130","36.8%","68.8","72.0","-3.3","4.8"
"26","T.Brady","","29","-0.030","-0.175","-0.175","44.8%","58.3","68.2","-9.9","5.1"
"27","J.Campbell","","46","-0.009","-0.201","-0.201","39.1%","56.1","62.4","-6.3","9.1"
"28","M.Cassel","","38","-0.011","-0.170","-0.223","44.7%","60.6","67.0","-6.4","6.2"
"29","K.Clemens","","35","0.066","-0.204","-0.280","48.6%","70.0","62.7","7.3","7.1"
"30","B.Osweiler","","16","0.048","-0.300","-0.300","37.5%","69.2","66.1","3.1","6.7"
"31","J.Flacco","","54","0.038","-0.300","-0.355","40.7%","62.5","61.2","1.3","7.4"
"32","K.Cousins","","53","-0.104","-0.432","-0.437","24.5%","39.6","65.3","-25.7","8.1"
