"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Manning","","48","0.242","0.505","0.505","50.0%","64.3","59.7","4.6","9.1"
"2","C.Kaepernick","","49","0.283","0.476","0.476","59.2%","69.2","55.7","13.5","13.7"
"3","A.Luck","","33","0.266","0.356","0.356","48.5%","78.3","61.5","16.8","11.0"
"4","A.Rodgers","","41","0.173","0.351","0.351","51.2%","58.3","58.2","0.1","9.5"
"5","A.Dalton","","37","0.243","0.351","0.306","59.5%","78.8","65.9","12.9","7.0"
"6","J.Cutler","","34","0.175","0.285","0.266","55.9%","65.6","61.2","4.4","7.2"
"7","D.Brees","","40","0.201","0.260","0.260","47.5%","74.3","63.6","10.7","10.7"
"8","M.Schaub","","48","0.207","0.245","0.243","54.2%","77.3","64.5","12.8","6.4"
"9","R.Wilson","","40","0.206","0.237","0.233","60.0%","78.1","64.8","13.3","9.1"
"10","C.Newton","","31","0.176","0.233","0.233","58.1%","69.6","61.5","8.0","6.4"
"11","M.Stafford","","49","0.117","0.209","0.204","53.1%","66.7","67.6","-1.0","5.6"
"12","S.Bradford","","42","0.158","0.245","0.196","52.4%","71.1","67.2","3.9","5.1"
"13","E.Manning","","46","0.161","0.287","0.173","56.5%","65.9","64.2","1.7","9.0"
"14","R.Tannehill","","46","0.137","0.167","0.161","47.8%","64.9","59.2","5.6","11.2"
"15","C.Palmer","","45","0.118","0.148","0.141","51.1%","65.0","61.5","3.5","9.6"
"16","P.Rivers","","34","0.079","0.196","0.118","44.1%","50.0","57.0","-7.0","9.5"
"17","J.Flacco","","68","0.041","0.077","0.077","38.2%","55.7","61.4","-5.7","8.2"
"18","M.Ryan","","43","0.086","0.062","0.062","41.9%","69.4","65.9","3.5","5.1"
"19","R.Griffin III","","58","0.054","0.046","0.046","51.7%","62.5","63.8","-1.3","8.6"
"20","J.Locker","","27","0.054","0.046","0.046","44.4%","55.0","56.2","-1.2","12.4"
"21","G.Smith","","50","0.071","0.065","0.045","50.0%","64.9","64.3","0.6","7.1"
"22","J.Freeman","","37","-0.018","0.039","0.039","35.1%","48.4","62.3","-14.0","8.5"
"23","E.Manuel","","32","0.081","0.025","0.025","40.6%","66.7","61.7","4.9","7.2"
"24","T.Brady","","58","0.012","0.008","0.008","41.4%","55.8","62.3","-6.6","7.4"
"25","A.Smith","","39","0.013","-0.020","-0.020","43.6%","61.8","66.5","-4.7","4.7"
"26","T.Romo","","54","0.074","-0.022","-0.124","44.4%","73.5","67.0","6.5","5.6"
"27","C.Ponder","","36","0.039","-0.121","-0.129","52.8%","64.3","61.6","2.6","11.0"
"28","M.Vick","","38","0.074","0.057","-0.160","47.4%","60.0","58.4","1.6","9.9"
"29","B.Roethlisberger","","39","0.037","-0.146","-0.166","46.2%","63.6","61.3","2.3","8.8"
"30","B.Weeden","","64","-0.023","-0.204","-0.205","34.4%","49.1","57.8","-8.8","7.4"
"31","B.Gabbert","","46","-0.081","-0.582","-0.640","26.1%","45.7","68.5","-22.8","5.5"
