"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","N.Foles","","34","0.501","1.061","1.061","61.8%","81.5","59.3","22.2","11.0"
"2","T.Brady","","39","0.371","0.782","0.782","61.5%","69.7","56.4","13.3","11.8"
"3","C.Keenum","","37","0.219","0.478","0.478","54.1%","60.6","58.7","1.9","11.8"
"4","J.Campbell","","43","0.196","0.386","0.386","51.2%","65.7","63.2","2.5","6.8"
"5","R.Wilson","","33","0.253","0.400","0.342","54.5%","73.1","60.9","12.2","6.0"
"6","M.Glennon","","32","0.281","0.279","0.279","50.0%","85.0","61.0","24.0","7.2"
"7","R.Griffin III","","37","0.186","0.329","0.277","43.2%","71.9","68.2","3.7","7.3"
"8","C.Newton","","45","0.168","0.263","0.263","53.3%","63.9","59.4","4.5","10.2"
"9","J.McCown","","43","0.106","0.260","0.260","41.9%","55.0","61.5","-6.5","8.1"
"10","A.Luck","","46","0.045","0.244","0.244","41.3%","45.0","61.5","-16.5","8.0"
"11","P.Rivers","","50","0.115","0.195","0.195","60.0%","63.0","63.4","-0.4","7.7"
"12","D.Brees","","60","0.081","0.133","0.133","46.7%","58.8","61.0","-2.2","9.7"
"13","K.Clemens","","38","0.055","0.129","0.129","47.4%","58.8","65.5","-6.6","8.1"
"14","C.Ponder","","44","0.118","0.148","0.108","47.7%","69.4","66.0","3.5","7.5"
"15","T.Romo","","57","0.073","0.104","0.104","47.4%","68.0","69.8","-1.8","6.9"
"16","J.Flacco","","51","0.076","0.093","0.093","39.2%","57.5","57.9","-0.4","10.3"
"17","B.Roethlisberger","","56","0.092","0.111","0.086","46.4%","58.3","57.1","1.2","10.4"
"18","R.Tannehill","","34","0.106","0.064","0.064","52.9%","71.4","64.4","7.1","7.2"
"19","M.McGloin","","15","-0.029","0.007","0.007","46.7%","46.7","60.6","-13.9","6.2"
"20","J.Locker","","29","0.017","0.002","0.002","44.8%","59.1","64.3","-5.2","6.3"
"21","G.Smith","","26","-0.117","-0.095","-0.095","26.9%","42.1","68.0","-25.9","3.2"
"22","A.Dalton","","61","0.025","-0.015","-0.122","44.3%","60.4","63.1","-2.8","8.5"
"23","A.Smith","","36","0.021","-0.151","-0.151","47.2%","65.5","66.0","-0.5","5.5"
"24","M.Ryan","","29","0.080","-0.100","-0.227","41.4%","74.1","64.2","9.9","6.4"
"25","J.Tuel","","45","-0.059","-0.133","-0.314","40.0%","46.2","61.3","-15.1","10.3"
"26","S.Wallace","","23","-0.011","-0.485","-0.546","34.8%","57.9","67.1","-9.2","6.1"
