"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Dalton","","42","0.303","0.516","0.516","59.5%","73.0","57.9","15.1","11.2"
"2","N.Foles","","29","0.353","0.505","0.505","62.1%","91.3","66.7","24.6","5.2"
"3","T.Romo","","30","0.229","0.426","0.426","46.7%","63.0","56.6","6.3","10.4"
"4","G.Smith","","43","0.126","0.388","0.388","51.2%","55.6","66.0","-10.4","7.0"
"5","C.Kaepernick","","33","0.182","0.355","0.355","51.5%","61.9","60.3","1.6","10.8"
"6","P.Manning","","56","0.168","0.289","0.289","53.6%","62.7","60.0","2.8","10.0"
"7","A.Luck","","44","0.201","0.288","0.288","50.0%","70.3","61.3","9.0","6.6"
"8","T.Brady","","31","0.061","0.203","0.203","48.4%","53.8","64.5","-10.7","9.9"
"9","M.Ryan","","52","0.231","0.281","0.140","55.8%","77.1","62.3","14.8","7.5"
"10","P.Rivers","","39","0.090","0.123","0.120","51.3%","65.5","65.5","-0.0","6.0"
"11","E.Manning","","47","0.036","0.096","0.096","40.4%","54.8","62.6","-7.9","10.7"
"12","R.Fitzpatrick","","30","0.098","0.093","0.093","40.0%","65.4","61.8","3.6","8.5"
"13","T.Lewis","","31","0.075","0.052","0.052","45.2%","60.0","57.9","2.1","10.4"
"14","K.Cousins","","39","0.047","0.029","0.029","35.9%","60.0","61.4","-1.4","8.0"
"15","K.Clemens","","26","0.126","0.015","0.015","46.2%","80.0","66.2","13.8","6.8"
"16","C.Henne","","37","0.082","0.006","0.006","51.4%","70.6","64.2","6.4","6.7"
"17","B.Roethlisberger","","30","0.029","0.018","-0.021","46.7%","57.1","61.1","-3.9","9.2"
"18","D.Brees","","52","0.040","-0.081","-0.081","44.2%","68.2","65.8","2.3","6.8"
"19","M.Glennon","","38","0.028","-0.100","-0.100","42.1%","64.0","63.5","0.5","8.4"
"20","M.McGloin","","41","-0.004","-0.124","-0.124","36.6%","55.6","60.7","-5.2","8.2"
"21","J.Cutler","","41","0.040","-0.026","-0.129","41.5%","60.6","60.0","0.6","9.9"
"22","M.Stafford","","45","-0.010","-0.117","-0.167","42.2%","61.0","67.2","-6.3","7.1"
"23","J.Flacco","","45","0.022","-0.172","-0.172","44.4%","57.9","58.4","-0.5","10.4"
"24","J.Campbell","","46","-0.042","-0.185","-0.207","39.1%","45.0","57.2","-12.2","8.6"
"25","C.Palmer","","32","-0.004","-0.215","-0.262","31.3%","52.0","57.5","-5.5","7.9"
"26","C.Newton","","28","0.044","-0.286","-0.286","28.6%","61.9","59.3","2.6","9.5"
"27","M.Flynn","","48","-0.023","-0.210","-0.306","39.6%","53.8","62.7","-8.8","7.1"
"28","M.Schaub","","41","-0.038","-0.310","-0.319","31.7%","50.0","62.4","-12.4","10.6"
"29","R.Wilson","","34","0.006","-0.323","-0.323","32.4%","45.8","50.5","-4.7","14.3"
"30","A.Smith","","42","0.006","-0.372","-0.379","40.5%","59.3","64.4","-5.1","8.2"
"31","R.Tannehill","","36","-0.065","-0.567","-0.567","22.2%","38.5","58.2","-19.7","12.3"
"32","M.Cassel","","35","-0.008","-0.747","-0.891","25.7%","48.1","59.2","-11.0","11.0"
