"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Romo","","27","0.242","0.437","0.437","63.0%","70.8","62.7","8.1","7.9"
"2","P.Manning","","41","0.326","0.466","0.435","65.9%","86.5","64.7","21.8","6.7"
"3","G.Smith","","37","0.190","0.424","0.365","48.6%","55.2","55.9","-0.7","13.4"
"4","M.Stafford","","45","0.187","0.381","0.337","53.3%","59.5","58.4","1.1","8.5"
"5","A.Luck","","35","0.176","0.332","0.332","54.3%","65.4","63.7","1.7","4.8"
"6","M.Ryan","","39","0.158","0.307","0.307","51.3%","62.2","62.2","-0.0","7.8"
"7","J.Locker","","44","0.193","0.305","0.305","52.3%","63.9","57.5","6.4","12.6"
"8","D.Brees","","54","0.169","0.298","0.298","53.7%","64.4","62.0","2.4","9.2"
"9","C.Newton","","37","0.155","0.290","0.290","51.4%","55.6","55.0","0.5","13.6"
"10","J.Flacco","","32","0.166","0.259","0.259","43.8%","66.7","62.2","4.4","7.4"
"11","P.Rivers","","30","0.227","0.244","0.244","60.0%","83.3","66.7","16.7","6.3"
"12","J.Cutler","","35","0.142","0.206","0.206","48.6%","66.7","63.0","3.7","6.8"
"13","R.Wilson","","26","0.198","0.205","0.184","61.5%","66.7","52.6","14.1","12.9"
"14","T.Brady","","44","0.116","0.170","0.170","52.3%","69.4","67.9","1.5","4.4"
"15","A.Smith","","51","0.053","0.061","0.061","43.1%","66.7","69.1","-2.4","5.9"
"16","A.Dalton","","34","0.114","0.050","0.050","50.0%","71.4","62.2","9.3","7.9"
"17","R.Tannehill","","41","0.078","-0.004","-0.034","46.3%","68.6","62.3","6.2","8.6"
"18","R.Griffin III","","60","0.045","-0.049","-0.053","45.0%","64.0","61.6","2.4","8.8"
"19","A.Rodgers","","54","0.024","-0.087","-0.087","46.3%","61.9","62.4","-0.5","8.1"
"20","C.Ponder","","53","0.020","-0.093","-0.093","39.6%","59.5","60.5","-1.0","10.1"
"21","E.Manuel","","63","-0.022","-0.109","-0.109","38.1%","46.3","54.9","-8.5","11.2"
"22","J.Freeman","","47","-0.010","-0.124","-0.124","40.4%","50.0","56.2","-6.2","11.5"
"23","S.Bradford","","57","-0.003","-0.175","-0.175","42.1%","61.7","66.7","-5.0","6.4"
"24","B.Hoyer","","58","-0.018","-0.153","-0.184","34.5%","56.6","64.3","-7.7","7.4"
"25","C.Henne","","43","-0.038","-0.187","-0.206","34.9%","50.0","61.4","-11.4","7.6"
"26","M.Vick","","41","-0.022","-0.138","-0.244","39.0%","44.8","53.1","-8.3","14.8"
"27","B.Roethlisberger","","47","0.060","-0.052","-0.262","51.1%","63.4","58.2","5.2","11.6"
"28","C.Kaepernick","","36","-0.066","-0.309","-0.309","36.1%","48.1","65.7","-17.6","8.0"
"29","M.Schaub","","41","0.057","-0.221","-0.311","51.2%","71.4","65.9","5.5","6.4"
"30","E.Manning","","31","-0.014","-0.374","-0.374","29.0%","52.2","61.0","-8.8","10.3"
"31","C.Palmer","","42","0.004","-0.339","-0.389","38.1%","56.3","61.4","-5.2","10.8"
