"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","K.Cousins","","30","0.328","0.613","0.613","56.7%","80.0","65.5","14.5","5.4"
"2","B.Roethlisberger","","40","0.286","0.613","0.613","57.5%","66.7","59.8","6.8","10.4"
"3","J.Cutler","","29","0.258","0.467","0.467","51.7%","79.2","69.6","9.5","4.1"
"4","C.Newton","","40","0.272","0.282","0.282","65.0%","84.0","61.9","22.1","10.6"
"5","B.Osweiler","","33","0.117","0.256","0.256","54.5%","58.3","62.6","-4.3","7.6"
"6","E.Manning","","53","0.088","0.210","0.199","47.2%","54.5","60.8","-6.3","10.5"
"7","T.Brady","","48","0.118","0.182","0.158","52.1%","63.4","62.3","1.1","10.6"
"8","T.Bridgewater","","30","0.089","0.133","0.133","50.0%","66.7","67.4","-0.7","3.9"
"9","C.Palmer","","56","0.157","0.198","0.129","53.6%","64.4","57.4","7.0","11.1"
"10","S.Bradford","","34","0.149","0.116","0.116","47.1%","76.0","64.7","11.3","6.4"
"11","M.Stafford","","40","0.054","0.101","0.101","47.5%","63.2","68.1","-4.9","5.3"
"12","J.Manziel","","55","0.145","0.115","0.095","47.3%","73.3","62.7","10.7","6.5"
"13","J.Winston","","46","0.070","0.079","0.079","50.0%","57.9","58.5","-0.6","11.2"
"14","A.Rodgers","","68","0.036","0.074","0.074","44.1%","58.3","64.8","-6.5","8.3"
"15","M.Mariota","","30","0.086","0.049","0.049","46.7%","66.7","62.3","4.4","8.9"
"16","R.Tannehill","","40","0.032","0.047","0.047","35.0%","58.3","63.6","-5.2","7.8"
"17","B.Bortles","","53","-0.028","0.012","0.012","39.6%","48.9","62.9","-14.0","6.9"
"18","M.Cassel","","33","0.077","0.005","0.005","45.5%","67.9","62.3","5.5","10.5"
"19","B.Hoyer","","27","-0.010","-0.003","-0.003","40.7%","54.5","64.4","-9.8","10.7"
"20","A.Dalton","","49","-0.001","-0.050","-0.050","49.0%","57.9","63.9","-6.0","9.7"
"21","A.Smith","","41","-0.015","-0.051","-0.051","31.7%","54.8","63.2","-8.4","5.9"
"22","J.Flacco","","48","0.087","-0.018","-0.052","52.1%","75.6","67.0","8.6","8.0"
"23","R.Wilson","","42","-0.011","-0.052","-0.052","38.1%","51.9","59.5","-7.6","12.3"
"24","D.Carr","","47","0.067","-0.036","-0.068","46.8%","70.7","64.8","5.9","7.1"
"25","M.Sanchez","","26","0.006","-0.075","-0.075","46.2%","60.9","64.8","-3.9","6.3"
"26","D.Brees","","32","0.033","-0.130","-0.183","43.8%","67.9","66.2","1.7","6.9"
"27","R.Fitzpatrick","","38","-0.053","-0.202","-0.202","31.6%","44.1","58.4","-14.3","11.8"
"28","T.Taylor","","37","0.031","-0.226","-0.226","35.1%","65.4","64.6","0.8","8.5"
"29","N.Foles","","40","-0.067","-0.381","-0.445","22.5%","47.2","65.7","-18.4","8.7"
"30","P.Manning","","23","-0.108","-1.076","-1.094","13.0%","26.3","58.5","-32.2","14.5"
