"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Wilson","","38","0.385","0.819","0.819","73.7%","77.8","63.9","13.9","7.6"
"2","A.Dalton","","25","0.354","0.744","0.744","64.0%","73.7","61.5","12.2","7.9"
"3","B.Roethlisberger","","42","0.264","0.512","0.512","50.0%","61.5","53.3","8.2","12.9"
"4","B.Bortles","","38","0.242","0.489","0.489","52.6%","66.7","61.3","5.4","8.4"
"5","C.Newton","","55","0.248","0.482","0.438","58.2%","70.0","63.2","6.8","11.8"
"6","M.Mariota","","43","0.218","0.425","0.425","53.5%","69.0","64.6","4.4","9.8"
"7","C.Palmer","","44","0.202","0.337","0.337","47.7%","66.7","60.5","6.1","10.5"
"8","J.Winston","","33","0.196","0.295","0.295","48.5%","66.7","59.1","7.5","9.2"
"9","A.Smith","","30","0.149","0.273","0.273","56.7%","72.7","72.3","0.5","5.6"
"10","R.Fitzpatrick","","59","0.178","0.255","0.255","47.5%","72.0","65.0","7.0","6.2"
"11","A.Rodgers","","45","0.179","0.252","0.239","42.2%","68.6","61.2","7.4","11.4"
"12","T.Taylor","","33","0.110","0.196","0.196","45.5%","52.4","53.7","-1.4","15.5"
"13","M.Cassel","","35","0.061","0.172","0.172","48.6%","57.1","65.8","-8.6","9.4"
"14","E.Manning","","42","0.010","0.066","0.066","40.5%","52.9","63.5","-10.6","8.3"
"15","B.Hoyer","","48","0.076","0.056","0.056","50.0%","60.5","58.3","2.1","11.8"
"16","D.Brees","","46","0.010","0.043","0.043","39.1%","58.5","67.6","-9.1","9.1"
"17","S.Bradford","","28","0.004","0.025","0.025","35.7%","58.3","67.3","-8.9","5.5"
"18","B.Gabbert","","43","-0.005","0.024","0.024","34.9%","56.3","66.8","-10.5","6.8"
"19","B.Osweiler","","32","0.054","0.006","0.005","46.9%","61.5","60.2","1.3","9.8"
"20","K.Cousins","","40","0.080","0.001","0.001","47.5%","71.0","64.7","6.3","8.5"
"21","M.Ryan","","49","0.056","-0.005","-0.005","46.9%","68.2","65.9","2.3","7.4"
"22","M.Stafford","","41","0.054","0.023","-0.024","48.8%","67.6","67.4","0.2","7.3"
"23","T.Brady","","65","0.021","0.051","-0.055","41.5%","52.7","60.4","-7.7","10.3"
"24","M.Schaub","","52","0.050","-0.137","-0.211","44.2%","68.9","64.2","4.7","6.8"
"25","P.Rivers","","42","-0.023","-0.171","-0.257","38.1%","54.5","63.2","-8.7","7.4"
"26","R.Tannehill","","22","-0.049","-0.260","-0.260","18.2%","47.4","61.3","-14.0","9.6"
"27","J.Cutler","","37","-0.009","-0.161","-0.266","40.5%","58.1","64.1","-6.0","9.9"
"28","A.Davis","","47","0.055","-0.318","-0.371","42.6%","69.4","65.2","4.2","8.5"
"29","D.Carr","","55","0.002","-0.191","-0.375","40.0%","64.6","68.8","-4.2","6.9"
"30","N.Foles","","35","-0.040","-0.420","-0.420","28.6%","44.1","58.1","-14.0","11.0"
"31","M.Hasselbeck","","30","0.015","-0.382","-0.431","46.7%","61.5","65.1","-3.6","5.8"
"32","T.Bridgewater","","37","0.013","-0.472","-0.483","18.9%","60.7","65.5","-4.8","7.4"
