"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Wilson","","36","0.315","0.624","0.624","52.8%","72.4","61.0","11.5","8.2"
"2","M.Stafford","","43","0.252","0.546","0.546","65.1%","71.1","66.9","4.1","7.5"
"3","A.Smith","","38","0.209","0.356","0.356","50.0%","70.4","63.9","6.5","9.9"
"4","R.Fitzpatrick","","44","0.181","0.345","0.345","50.0%","59.5","57.6","1.9","9.7"
"5","C.Palmer","","50","0.165","0.305","0.305","56.0%","60.0","58.7","1.3","10.4"
"6","D.Carr","","42","0.189","0.310","0.289","52.4%","64.9","59.5","5.4","10.2"
"7","P.Rivers","","53","0.179","0.272","0.272","52.8%","67.4","61.6","5.9","6.7"
"8","T.Taylor","","46","0.125","0.269","0.269","45.7%","55.3","58.9","-3.7","11.0"
"9","K.Cousins","","34","0.167","0.246","0.246","50.0%","69.0","63.5","5.5","10.1"
"10","M.Hasselbeck","","48","0.155","0.236","0.236","50.0%","66.7","62.6","4.0","7.6"
"11","B.Roethlisberger","","65","0.146","0.207","0.203","56.9%","66.7","62.2","4.4","11.4"
"12","M.Cassel","","22","0.163","0.193","0.193","45.5%","76.5","68.0","8.5","7.1"
"13","T.Bridgewater","","32","0.136","0.217","0.193","53.1%","74.1","72.1","2.0","3.4"
"14","A.Dalton","","28","0.176","0.188","0.188","57.1%","74.1","62.8","11.2","7.4"
"15","B.Hoyer","","31","0.146","0.140","0.140","51.6%","77.8","68.7","9.1","6.5"
"16","J.McCown","","42","0.068","0.125","0.125","42.9%","56.8","60.9","-4.1","8.1"
"17","M.Ryan","","39","0.112","0.123","0.123","64.1%","71.0","66.8","4.1","9.7"
"18","J.Cutler","","38","0.067","0.108","0.108","52.6%","61.3","64.3","-3.0","6.2"
"19","M.Schaub","","37","0.085","0.162","0.083","45.9%","59.4","62.9","-3.5","7.5"
"20","J.Winston","","47","0.074","0.067","0.067","44.7%","55.6","54.7","0.8","13.5"
"21","C.Newton","","42","0.043","0.061","0.061","42.9%","59.3","63.5","-4.2","7.0"
"22","B.Gabbert","","40","0.070","0.044","0.044","45.0%","69.4","67.6","1.8","8.1"
"23","T.Brady","","50","0.020","0.011","0.011","32.0%","54.8","60.0","-5.2","10.9"
"24","B.Bortles","","58","0.023","-0.008","-0.009","37.9%","61.2","64.7","-3.5","7.2"
"25","R.Tannehill","","62","0.016","-0.005","-0.029","40.3%","56.9","61.8","-4.9","8.5"
"26","B.Osweiler","","48","-0.013","-0.061","-0.061","41.7%","54.8","62.5","-7.7","9.2"
"27","M.Mariota","","43","-0.048","-0.081","-0.081","44.2%","47.2","60.8","-13.6","11.3"
"28","M.Sanchez","","35","0.042","-0.084","-0.087","40.0%","70.4","67.4","2.9","7.6"
"29","E.Manning","","55","-0.022","-0.073","-0.087","34.5%","51.0","59.9","-8.9","10.1"
"30","A.Rodgers","","53","-0.053","-0.217","-0.217","39.6%","51.2","65.7","-14.5","6.3"
"31","N.Foles","","50","0.025","-0.268","-0.274","50.0%","65.2","65.8","-0.6","5.0"
"32","D.Brees","","48","-0.009","-0.278","-0.334","37.5%","58.1","65.2","-7.0","6.7"
"33","T.Romo","","22","-0.017","-0.744","-0.982","31.8%","52.4","65.1","-12.7","9.1"
