"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","K.Cousins","","15","0.426","0.848","0.848","53.3%","80.0","60.2","19.8","6.5"
"2","C.Newton","","37","0.328","0.516","0.516","59.5%","80.8","61.2","19.6","9.9"
"3","S.Bradford","","40","0.251","0.427","0.424","57.5%","78.9","68.6","10.4","5.4"
"4","R.Tannehill","","41","0.243","0.410","0.410","51.2%","65.8","56.1","9.7","13.5"
"5","M.Ryan","","39","0.196","0.415","0.407","61.5%","66.7","65.7","0.9","9.8"
"6","R.Wilson","","36","0.201","0.344","0.344","55.6%","67.9","62.2","5.6","9.1"
"7","D.Brees","","45","0.227","0.337","0.337","48.9%","76.2","65.4","10.8","8.9"
"8","B.Roethlisberger","","36","0.232","0.371","0.293","58.3%","66.7","56.8","9.9","12.0"
"9","M.Stafford","","46","0.197","0.257","0.257","50.0%","71.8","61.6","10.2","8.1"
"10","C.Keenum","","39","0.091","0.186","0.186","53.8%","59.5","63.6","-4.1","8.9"
"11","T.Taylor","","40","0.096","0.126","0.126","40.0%","64.3","63.4","0.9","8.1"
"12","J.Cutler","","28","0.158","0.062","0.044","50.0%","73.9","57.5","16.4","11.0"
"13","K.Moore","","54","0.091","0.051","0.013","51.9%","68.8","63.6","5.2","7.7"
"14","C.Palmer","","25","-0.022","0.010","0.010","40.0%","48.0","60.7","-12.7","10.4"
"15","A.McCarron","","35","0.072","-0.003","-0.003","45.7%","70.8","65.7","5.1","5.4"
"16","T.Brady","","27","0.018","-0.027","-0.027","29.6%","57.1","60.6","-3.4","8.8"
"17","A.Tanney","","17","0.074","-0.033","-0.033","41.2%","71.4","64.3","7.1","8.8"
"18","B.Hoyer","","43","0.023","-0.011","-0.037","44.2%","62.5","65.8","-3.3","7.3"
"19","A.Smith","","34","0.067","0.055","-0.037","47.1%","63.6","63.2","0.5","10.3"
"20","B.Gabbert","","50","0.044","0.027","-0.056","38.0%","63.6","65.6","-1.9","4.7"
"21","J.Winston","","55","0.034","-0.048","-0.082","45.5%","61.7","61.3","0.4","7.1"
"22","E.Manning","","46","0.040","0.074","-0.089","47.8%","57.1","62.8","-5.7","8.1"
"23","J.Freeman","","34","-0.036","-0.087","-0.097","44.1%","55.6","66.8","-11.3","7.4"
"24","R.Fitzpatrick","","42","-0.054","-0.102","-0.120","33.3%","44.4","58.8","-14.4","11.4"
"25","R.Mallett","","58","-0.012","-0.131","-0.131","37.9%","55.6","62.1","-6.5","7.9"
"26","D.Carr","","42","0.007","-0.140","-0.140","35.7%","65.6","68.8","-3.1","5.5"
"27","B.Osweiler","","24","0.031","-0.059","-0.153","41.7%","63.6","63.4","0.2","10.5"
"28","P.Rivers","","45","0.006","-0.166","-0.166","40.0%","60.0","63.4","-3.4","8.1"
"29","A.Rodgers","","54","0.048","-0.108","-0.183","40.7%","65.1","60.9","4.2","9.0"
"30","A.Davis","","63","-0.010","-0.319","-0.340","41.3%","52.2","59.8","-7.6","7.9"
"31","T.Bridgewater","","24","0.019","-0.413","-0.413","20.8%","58.8","62.0","-3.2","9.5"
"32","D.Stanton","","20","-0.053","-0.493","-0.540","45.0%","44.4","61.3","-16.8","11.2"
"33","B.Bortles","","42","-0.022","-0.554","-0.680","28.6%","53.1","65.0","-11.9","8.6"
"34","Z.Mettenberger","","15","-0.109","-0.654","-0.829","26.7%","45.5","74.1","-28.6","2.5"
