"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Winston","","33","0.351","0.669","0.669","54.5%","67.9","52.1","15.8","10.4"
"2","R.Wilson","","37","0.327","0.480","0.480","62.2%","88.9","67.5","21.4","5.7"
"3","C.Palmer","","33","0.215","0.445","0.445","48.5%","66.7","63.9","2.8","11.1"
"4","A.Rodgers","","41","0.114","0.347","0.347","41.5%","47.1","57.4","-10.3","9.7"
"5","C.Newton","","43","0.180","0.311","0.311","51.2%","61.8","58.0","3.7","10.0"
"6","A.Dalton","","55","0.119","0.261","0.261","52.7%","56.4","60.7","-4.3","11.4"
"7","M.Stafford","","44","0.104","0.201","0.201","54.5%","64.7","67.4","-2.7","7.6"
"8","B.Osweiler","","34","0.153","0.161","0.161","47.1%","74.1","65.1","9.0","6.8"
"9","T.Romo","","32","0.142","0.162","0.160","43.8%","64.3","57.4","6.9","9.5"
"10","A.Smith","","39","0.164","0.145","0.145","48.7%","80.0","68.0","12.0","5.9"
"11","D.Carr","","31","-0.000","0.099","0.099","45.2%","52.0","66.7","-14.7","7.9"
"12","T.Brady","","44","0.018","0.099","0.099","38.6%","52.6","64.1","-11.5","9.1"
"13","M.Hasselbeck","","39","0.114","0.112","0.090","51.3%","71.9","66.7","5.2","5.8"
"14","M.Mariota","","47","0.093","0.084","0.084","48.9%","66.7","63.4","3.3","10.9"
"15","T.Yates","","37","-0.009","0.054","0.047","40.5%","48.5","61.7","-13.2","11.1"
"16","B.Gabbert","","41","0.093","0.028","0.028","34.1%","66.7","59.7","7.0","9.9"
"17","T.Taylor","","44","0.018","0.007","0.007","36.4%","55.6","60.9","-5.4","10.9"
"18","J.Cutler","","40","0.049","0.026","0.003","47.5%","56.3","57.0","-0.8","10.0"
"19","M.Ryan","","52","0.006","0.040","-0.010","44.2%","54.3","64.0","-9.6","10.6"
"20","T.Bridgewater","","48","0.057","-0.015","-0.015","43.8%","69.4","66.3","3.1","7.6"
"21","B.Bortles","","37","0.061","-0.073","-0.089","48.6%","70.0","64.0","6.0","8.1"
"22","C.Keenum","","34","-0.066","-0.109","-0.139","47.1%","46.2","62.7","-16.5","8.4"
"23","R.Fitzpatrick","","49","-0.041","-0.164","-0.164","40.8%","48.7","60.6","-11.8","11.9"
"24","M.Sanchez","","46","-0.020","-0.104","-0.181","41.3%","63.4","71.6","-8.1","4.6"
"25","R.Tannehill","","35","-0.022","-0.199","-0.223","28.6%","56.5","65.2","-8.7","8.9"
"26","J.Flacco","","46","-0.001","-0.234","-0.271","45.7%","62.8","67.8","-5.1","5.1"
"27","K.Cousins","","37","0.068","-0.296","-0.318","37.8%","73.3","66.5","6.8","8.0"
"28","P.Rivers","","38","0.019","-0.269","-0.362","44.7%","63.3","65.2","-1.9","9.3"
