"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Rodgers","","27","0.359","0.851","0.851","77.8%","77.3","69.7","7.6","5.8"
"2","G.Smith","","32","0.360","0.719","0.705","59.4%","80.0","65.3","14.7","9.4"
"3","A.Luck","","18","0.248","0.508","0.508","55.6%","62.5","57.0","5.5","7.8"
"4","C.Kaepernick","","34","0.138","0.321","0.321","41.2%","57.7","62.2","-4.6","8.4"
"5","M.Hasselbeck","","20","0.213","0.302","0.302","50.0%","68.4","58.1","10.3","7.7"
"6","T.Romo","","37","0.156","0.312","0.294","51.4%","64.7","65.4","-0.7","8.1"
"7","C.Newton","","24","0.128","0.228","0.228","58.3%","62.5","62.7","-0.2","10.2"
"8","J.Flacco","","40","0.129","0.219","0.219","52.5%","61.1","60.6","0.6","10.4"
"9","R.Lindley","","43","0.114","0.184","0.184","46.5%","59.0","58.8","0.2","13.6"
"10","M.Sanchez","","45","0.115","0.164","0.164","51.1%","63.9","62.1","1.7","10.1"
"11","K.Orton","","26","0.121","0.169","0.149","61.5%","69.6","67.0","2.6","7.2"
"12","D.Brees","","41","0.108","0.139","0.139","46.3%","63.2","61.0","2.2","9.6"
"13","B.Roethlisberger","","44","0.086","0.099","0.087","50.0%","64.9","63.8","1.0","8.8"
"14","E.Manning","","55","0.044","0.065","0.048","36.4%","52.8","57.2","-4.4","13.2"
"15","J.McCown","","28","0.093","0.034","0.034","42.9%","66.7","60.0","6.6","7.9"
"16","A.Dalton","","44","0.101","0.046","0.028","50.0%","71.1","63.8","7.3","7.9"
"17","T.Bridgewater","","32","0.069","0.065","0.010","43.8%","68.0","67.8","0.2","7.5"
"18","P.Manning","","43","0.036","0.050","-0.034","46.5%","56.8","61.6","-4.8","8.9"
"19","C.Keenum","","46","0.066","0.049","-0.056","54.3%","71.4","70.8","0.7","5.7"
"20","J.Cutler","","43","0.002","-0.058","-0.058","30.2%","63.9","69.0","-5.1","4.3"
"21","M.Stafford","","48","-0.037","-0.051","-0.062","45.8%","50.0","62.4","-12.4","9.9"
"22","C.Shaw","","40","-0.048","-0.074","-0.094","40.0%","50.0","63.7","-13.7","8.9"
"23","T.Brady","","20","-0.033","-0.119","-0.119","25.0%","53.3","63.7","-10.3","9.1"
"24","R.Wilson","","31","0.083","-0.147","-0.147","41.9%","77.3","66.6","10.7","6.4"
"25","R.Tannehill","","48","-0.004","-0.153","-0.153","41.7%","59.0","64.0","-5.0","10.7"
"26","P.Rivers","","45","0.043","-0.164","-0.176","42.2%","58.8","55.5","3.3","12.1"
"27","R.Griffin III","","51","-0.001","-0.114","-0.186","47.1%","65.9","70.5","-4.6","3.5"
"28","C.Daniel","","35","0.001","-0.190","-0.190","31.4%","59.3","63.6","-4.3","7.6"
"29","B.Bortles","","44","-0.113","-0.225","-0.225","34.1%","43.8","69.1","-25.3","5.5"
"30","J.Garoppolo","","27","-0.014","-0.299","-0.299","33.3%","58.8","66.8","-8.0","9.3"
"31","C.Whitehurst","","35","-0.070","-0.352","-0.352","34.3%","44.4","63.2","-18.7","7.9"
"32","S.Hill","","43","0.031","-0.234","-0.354","46.5%","72.2","71.6","0.7","4.6"
"33","M.Ryan","","56","-0.011","-0.268","-0.375","39.3%","61.7","69.0","-7.3","6.5"
"34","D.Carr","","42","-0.046","-0.302","-0.393","28.6%","50.0","64.0","-14.0","9.0"
