"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Stafford","","37","0.283","0.547","0.547","51.4%","73.3","63.6","9.7","10.7"
"2","M.Ryan","","49","0.245","0.486","0.486","59.2%","73.8","67.7","6.1","8.5"
"3","R.Fitzpatrick","","27","0.170","0.398","0.398","55.6%","63.6","66.5","-2.9","7.5"
"4","D.Brees","","48","0.183","0.392","0.377","60.4%","69.0","69.3","-0.3","7.9"
"5","P.Manning","","40","0.167","0.348","0.348","50.0%","61.1","61.9","-0.8","8.5"
"6","R.Wilson","","36","0.215","0.321","0.321","50.0%","76.0","66.5","9.5","7.6"
"7","C.Kaepernick","","31","0.179","0.305","0.305","54.8%","69.6","65.7","3.9","8.1"
"8","J.Locker","","42","0.195","0.297","0.297","50.0%","68.8","61.4","7.3","8.4"
"9","D.Anderson","","37","0.203","0.280","0.280","48.6%","75.0","65.2","9.8","7.7"
"10","C.Palmer","","45","0.164","0.272","0.265","51.1%","66.7","63.5","3.2","10.6"
"11","B.Roethlisberger","","40","0.158","0.181","0.174","60.0%","74.2","65.9","8.3","10.1"
"12","A.Dalton","","44","0.072","0.105","0.105","40.9%","65.8","67.8","-2.0","6.9"
"13","M.Cassel","","27","0.080","0.104","0.104","40.7%","70.8","71.3","-0.4","5.0"
"14","B.Hoyer","","37","0.060","0.092","0.092","43.2%","60.0","63.2","-3.2","10.1"
"15","A.Luck","","64","0.080","0.080","0.080","50.0%","66.0","64.9","1.2","7.6"
"16","J.Cutler","","56","0.110","0.136","0.059","60.7%","69.4","66.5","2.9","7.5"
"17","R.Tannehill","","36","0.019","0.017","0.017","44.4%","56.3","62.0","-5.8","7.8"
"18","P.Rivers","","39","0.007","-0.006","-0.006","48.7%","58.3","64.9","-6.6","9.6"
"19","E.Manuel","","28","0.102","-0.013","-0.013","39.3%","72.7","61.6","11.2","8.6"
"20","J.Flacco","","69","-0.023","-0.009","-0.013","42.0%","56.5","68.3","-11.9","7.9"
"21","J.McCown","","42","0.046","-0.006","-0.039","47.6%","64.7","64.2","0.5","7.3"
"22","D.Carr","","37","-0.010","-0.055","-0.055","40.5%","64.5","71.9","-7.4","5.5"
"23","A.Rodgers","","39","0.060","-0.043","-0.062","46.2%","69.7","64.7","5.0","7.5"
"24","G.Smith","","40","0.097","-0.045","-0.067","45.0%","82.1","70.4","11.7","5.6"
"25","A.Smith","","46","0.010","-0.104","-0.104","39.1%","57.6","60.3","-2.7","10.8"
"26","R.Griffin III","","45","0.107","-0.088","-0.118","40.0%","82.9","68.1","14.8","6.0"
"27","T.Romo","","46","0.039","-0.002","-0.128","52.2%","62.2","63.1","-1.0","10.5"
"28","N.Foles","","54","0.018","-0.135","-0.190","38.9%","61.4","62.5","-1.1","11.0"
"29","E.Manning","","38","-0.033","-0.174","-0.191","36.8%","56.3","66.8","-10.6","6.7"
"30","T.Brady","","66","-0.022","-0.204","-0.210","31.8%","51.8","60.4","-8.6","10.4"
"31","C.Henne","","49","-0.013","-0.158","-0.233","36.7%","57.1","63.9","-6.7","8.1"
"32","A.Davis","","29","0.035","-0.216","-0.428","37.9%","69.6","67.9","1.7","8.6"
"33","S.Hill","","15","0.019","-0.583","-0.583","26.7%","61.5","66.1","-4.6","9.5"
