"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Flacco","","30","0.454","0.907","0.907","70.0%","80.8","58.9","21.9","10.3"
"2","T.Brady","","46","0.319","0.704","0.704","63.0%","73.0","64.9","8.1","8.0"
"3","C.Kaepernick","","40","0.233","0.587","0.587","60.0%","62.9","64.2","-1.4","9.8"
"4","P.Rivers","","40","0.249","0.473","0.473","52.5%","64.7","57.2","7.5","11.9"
"5","B.Hoyer","","21","0.174","0.460","0.460","47.6%","47.1","52.6","-5.5","14.8"
"6","C.Newton","","65","0.186","0.337","0.337","52.3%","64.4","61.1","3.4","8.6"
"7","A.Rodgers","","52","0.145","0.313","0.313","50.0%","58.5","61.3","-2.8","8.3"
"8","J.Cutler","","45","0.164","0.302","0.302","51.1%","68.4","67.0","1.4","8.4"
"9","T.Romo","","37","0.188","0.299","0.299","45.9%","65.6","59.7","5.9","9.7"
"10","D.Carr","","38","0.102","0.268","0.268","47.4%","54.5","62.4","-7.8","10.2"
"11","R.Tannehill","","38","0.146","0.257","0.257","52.6%","64.5","63.5","1.0","8.9"
"12","A.Luck","","55","0.137","0.324","0.241","47.3%","56.8","61.7","-4.9","9.7"
"13","A.Dalton","","52","0.237","0.313","0.239","57.7%","80.5","66.6","13.9","6.3"
"14","P.Manning","","36","0.165","0.211","0.211","47.2%","68.8","61.2","7.6","8.8"
"15","B.Bortles","","58","0.141","0.176","0.160","53.4%","71.1","65.3","5.8","7.2"
"16","C.Palmer","","48","0.087","0.125","0.125","41.7%","66.7","67.2","-0.5","7.9"
"17","C.Whitehurst","","35","0.070","0.086","0.086","40.0%","63.0","64.0","-1.0","7.6"
"18","K.Orton","","45","0.078","0.060","0.051","44.4%","63.2","61.1","2.0","8.4"
"19","K.Cousins","","43","0.023","0.072","-0.015","53.5%","63.2","71.8","-8.6","5.4"
"20","R.Fitzpatrick","","31","0.046","-0.017","-0.017","51.6%","65.2","64.0","1.2","8.2"
"21","N.Foles","","38","0.019","0.025","-0.018","52.6%","61.8","68.0","-6.2","7.7"
"22","M.Stafford","","42","-0.031","-0.077","-0.077","42.9%","57.6","68.1","-10.5","7.0"
"23","B.Roethlisberger","","47","-0.014","-0.129","-0.135","40.4%","50.0","56.9","-6.9","11.1"
"24","M.Glennon","","52","0.016","-0.121","-0.146","44.2%","54.5","56.0","-1.4","11.5"
"25","G.Smith","","50","-0.020","-0.106","-0.147","34.0%","57.5","65.7","-8.2","5.5"
"26","R.Wilson","","33","-0.014","-0.157","-0.157","27.3%","51.9","58.7","-6.9","10.3"
"27","M.Ryan","","43","-0.054","-0.178","-0.178","41.9%","52.8","67.1","-14.4","10.3"
"28","A.Davis","","48","-0.052","-0.173","-0.231","39.6%","52.5","66.3","-13.8","11.0"
"29","E.Manning","","34","-0.000","-0.395","-0.395","29.4%","56.5","62.9","-6.4","8.1"
"30","T.Bridgewater","","51","-0.009","-0.477","-0.499","35.3%","62.2","70.9","-8.7","5.0"
